,ts_code,exchange,business_scope
4253,002679.SZ,SZSE,森林经营和管护；造林和更新；林木育苗；林木育种；花卉及其他园艺植物的种植；对林业、农业项目的投资；木制品、竹制品、初级农产品销售；对外贸易；中草药种植；木材、竹材采运、加工、销售；林业技术咨询；农业技术推广服务；园林绿化工程服务；规划管理；信息技术咨询服务；互联网接入及相关服务；软件开发；信息系统集成服务；环境保护监测；测绘服务；工程勘察设计；生态监测。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4254,603043.SH,SSE,商品批发贸易(许可审批类商品除外)；商品零售贸易(许可审批类商品除外)；餐饮管理；企业管理服务(涉及许可经营项目的除外)；场地租赁(不含仓储)；冷库租赁服务；房屋租赁；会议及展览服务；工艺美术品零售；收藏品零售(国家专营专控的除外)；物业管理；增值电信服务(业务种类以《增值电信业务经营许可证》载明内容为准)；互联网商品销售；互联网商品零售；糕点、面包制造(不含现场制售)(限分支机构)；预包装食品批发(限分支机构)；预包装食品零售(限分支机构)；酒类批发(限分支机构)；酒类零售(限分支机构)；非酒精饮料、茶叶批发(限分支机构)；非酒精饮料、茶叶零售(限分支机构)；烟草制品零售(限分支机构)；中餐服务(限分支机构)；糕点、面包零售(仅限分支机构)；停车场经营；中央厨房(限分支机构)；冷冻肉批发；冷冻肉零售；干果、坚果批发；干果、坚果零售；散装食品批发、散装食品零售、自制饮品及食用冰制造、冷热饮品制售；商业特许经营；西餐服务；自助餐服务；日式餐、料理服务；韩式餐、料理服务；制售东南亚餐(具体经营项目以《餐饮服务许可证》载明为准)；制售泰餐(具体经营项目以《餐饮服务许可证》载明为准)；快餐服务；茶馆服务；咖啡馆服务；酒吧服务；小吃服务；餐饮配送服务；甜品制售。
4255,688169.SH,SSE,软件及智能清洁设备的技术研发、技术转让、技术咨询、技术服务；智能清洁设备的委托加工；电子产品、机械设备、文化用品的批发、零售；销售日用品；仪器仪表维修；租赁机械设备、文化用品、日用品；销售自行开发的软件产品；货物进出口、技术进出口、代理进出口。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
4256,002923.SZ,SZSE,研发、生产、销售原料药、小容量注射剂、片剂、硬胶囊剂、干混悬剂、制剂中间体(微丸)，药用辅料，医药中间体(不含危险品)。
4257,002747.SZ,SZSE,生产、开发、服务各类机电一体化产品、自动控制、运动控制、驱动装置、计算机应用软件、伺服液压控制及系统集成、工业机器人制造、智能机器人的研发、人工智能应用软件开发、工业互联网数据服务、电子元器件制造；销售自产产品；自营和代理各类商品和技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4258,603126.SH,SSE,新型墙材类产品研发应用、产品生产及产品销售；新型墙材技术咨询和服务、项目运营管理；货物进出口、技术进出口、代理进出口(不含国家禁止或限制进出口的货物或技术)。(上述范围中国家有专项规定的项目经审批后或凭许可证在核定的期限内经营)
4259,300456.SZ,SZSE,微电子器件、半导体器件、集成电路及配套产品的技术开发、技术服务、软件开发、技术咨询；产品设计；集成电路设计；制造电子计算机软硬件；销售微电子器件、半导体器件、通讯设备及其系统软件、计算机软件、电子计算机及其辅助设备、电子元器件；货物进出口，技术进出口，代理进出口。(市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。)
4260,300198.SZ,SZSE,塑料管道生产销售；钢管塑料防腐处理及塑料防腐钢管成品销售；塑料原料、机电设备销售；管道材料研发与销售，管道设备研发与销售；管道安装(不含特种设备)；化工材料、管材及给排水产品进出口；提供工程技术咨询服务；新能源技术的开发、咨询、交流、转让、推广服务；汽车零部件及配件的研发、销售；汽车租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4261,603008.SH,SSE,软垫家俱，钢木家俱，通用零部件，保健器材(不含医疗器械)，电机，电子设备，电子元器件，智能家居用品，家用电器，灯具，音响设备，床上用品，日用金属制品，服装鞋帽，文具，办公用品，装饰材料及装潢材料(除危险化学品)，海绵，工艺制品，纺织品的研发、生产、加工、销售；家私产品，保健食品(凭许可证经营)，日用百货的销售；经营进出口业务；仓储服务；家私信息咨询服务；健康管理及咨询(不含诊疗业务)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4262,300420.SZ,SZSE,机械式停车设备、自动化设备研发、制造、销售、技术服务；停车场管理服务；信息系统集成服务；机电设备及配件(专营除外)、矿山机械设备及配件、液压设备及配件、环保专用设备及配件、洗选设备及配件、管型母线、电力控制与保护设备及配件的研制、生产、销售、安装、维修、租赁及技术服务(专项审批除外)；软件的开发、销售、安装及技术服务；房屋租赁；道路普通货物运输。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4263,300174.SZ,SZSE,生产活性炭系列产品【含食品添加剂、植物活性炭(木质活性炭)】；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、机械设备、零配件及技术的进出口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务；药用辅料(药用炭)的生产。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4264,002617.SZ,SZSE,漆包线、节能数控电机、汽车及船舶零部件的生产制造和销售，漆包线及专用设备的研究开发，机电设备租赁，经营进出口业务，LED显示屏、光电子器件及元器件、光学材料及技术的研究、开发，光学元件的销售，电子产品、软件产品的研发、销售及售后服务，新能源汽车技术研发，蓄电设备研发，汽车租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4265,300307.SZ,SZSE,经营范围：纺织机械制造；纺织制成品设计及制造；机械用电脑集成电路开发、软件开发；投资管理咨询(证券、期货除外)；纺织机械维修；工业机器人智能成套装备研究、制造、销售及售后服务；工业机器人整机销售及售后服务；工业机器人应用技术咨询；计算机及网络系统、电子商务、计算机系统集成的研究开发、咨询服务及产品的制造与销售。
4266,300236.SZ,SZSE,制造加工与电子科技、信息科技、半导体材料、航空航天材料有关的化学产品、设备产品及零配件，销售公司自产产品并提供相关技术咨询服务，从事与上述产品同类商品(特定商品除外)的进出口、批发业务及其它相关配套业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
4267,002856.SZ,SZSE,建筑装修装饰工程专业承包；建筑机电安装工程专业承包；电子与智能化工程专业承包；建筑幕墙工程专业承包；消防设施工程专业承包；钢结构工程专业承包；建筑工程施工总承包；电力工程施工总承包；环保工程专业承包；空调工程安装，空气净化系统工程的安装，实验室配套工程的装修；室内外装饰设计、建筑幕墙设计、建筑机电与建筑智能化设计、工程技术与设计服务(上述范围需凭资质证经营)；园林绿化工程施工；计算机室的超静化技术开发(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；国内贸易(不含专营、专卖、专控商品)；建筑装饰材料销售；物业管理；房地产租赁经营；水资源管理。第二类医疗器械经营；第三类医疗器械经营(不含体外诊断试剂)。
4268,300508.SZ,SZSE,计算机软件、电子及机电产品专业领域内的技术开发、技术培训、技术咨询、技术服务，计算机软硬件、通讯设备、仪器仪表、机电产品的销售，运动控制系统的组装生产，各类货物及技术的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4269,300365.SZ,SZSE,技术开发、技术推广、技术转让、技术咨询、技术服务；企业征信服务；货物进出口、技术进出口；互联网信息服务。(企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
4270,002650.SZ,SZSE,农产品初加工服务；酱油(酿造酱油)的生产、销售；味精[谷氨酸纳(99%味精)(分装)、味精]的生产、销售；调味料(液体、固态)的生产、销售；鸡精、食醋(酿造食醋、配制食醋)；大米、食用植物油的生产、销售；谷类及其他作物的种植、豆类和谷物的种植；预包装食品的批发；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
4271,688578.SH,SSE,化学合成原料药及制剂、中药有效成分的提取物及制剂、生物工程药物的研究开发;自有技术转让，并提供相关技术咨询和服务，药品委托生产。[依法须经批准的项目，经相关部门批准后方可开展经营活动]
4272,688663.SH,SSE,一般项目：电力电子元器件制造；新能源原动设备制造；工业自动控制系统装置销售；节能管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；轨道交通专用设备、关键系统及部件销售；电池销售；软件开发；光伏设备及元器件销售；配电开关控制设备制造；变压器、整流器和电感器制造；集中式快速充电站；电动汽车充电基础设施运营；住房租赁。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)许可项目：房屋建筑和市政基础设施项目工程总承包；电气安装服务；电力设施承装、承修、承试；各类工程建设活动；货物进出口；发电、输电、供电业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)。
4273,300519.SZ,SZSE,生产、销售：片剂、合剂(含口服液)、颗粒剂、糖浆剂、散剂、硬胶囊剂、口服溶液剂(有效期至2020年7月19日)；颗粒剂、口服液类保健食品(保健食品生产许可证有效期至2018年01月05日)。货物进出口；技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4274,300750.SZ,SZSE,锂离子电池、锂聚合物电池、燃料电池、动力电池、超大容量储能电池、超级电容器、电池管理系统及可充电电池包、风光电储能系统、相关设备仪器的开发、生产和销售及售后服务；对新能源行业的投资；锂电池及相关产品的技术服务、测试服务以及咨询服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4275,605222.SH,SSE,生产电线电缆，五金电器，电线电缆，建筑装潢材料，金属材料，橡塑制品的销售，机械设备、机电设备及零部件安装与维修，自有房屋租赁，电力工程安装，建筑安装工程，从事货物进出口及技术进出口业务，道路货物运输(除危险化学品)，从事电缆科技领域内技术开发、技术转让、技术咨询、技术服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
4276,002751.SZ,SZSE,一般经营项目：展览展示服务；品牌展示策划、设计、推广服务；商业空间展示设计及建设；文化创意产品设计、开发、销售；数字多媒体技术的研发与应用；展览展示新材料的研发、推广应用；装饰工程设计与施工；建筑智能化建设工程设计与施工；机电安装建设工程专业施工；钢结构工程；文化创意策划服务；企业形象策划服务；市场营销策划服务；会议、展览活动的策划及运营管理；场馆运营管理；灯光、音频、视频机械设备租赁；大型活动组织策划服务；3D数字化扫描成像以及相关产品研发、生产、销售和服务；3D数据采集、处理和存储服务；3D数字内容服务(不含限制项目)；3D打印技术及相关产品的研发、销售和服务；3D打印材料及相关产品的研发、销售和服务；3D打印服务；3D体验服务；虚拟现实(VR)技术及相关产品的研发、销售和服务；增强现实(AR)技术及相关产品的研发、销售与服务；全息显示技术及相关产品的研发、销售与服务；信息显示管理系统的研发及销售；云计算及相关产品的开发、咨询与服务；大数据采集、处理及可视化技术的开发、咨询与服务；人工智能软硬件的研发、生产、销售与技术咨询、转让与服务；3D感知、3D传感器的技术研发及销售；光学器件、模组、整机的技术开发及销售；人脸识别系统的软硬件开发、生产、销售与技术咨询、转让、服务；虚拟试衣、虚拟制衣技术及相关软硬件产品的研发、销售、技术服务；智能穿戴式设备和微电子设备的研发及销售；电子产品及配套产品、电子元件及组件的开发、生产及销售；玩具及电子玩具的开发、销售及技术咨询、转让、服务；计算机视觉、图形图像识别和处理系统的研发设计、生产及销售；计算机软件设计、开发、应用、销售、咨询与服务；集成电路设计、制造、应用、销售与服务；网络技术的研究、开发；信息系统集成服务；信息技术咨询、技术服务；智能网联系统的软硬件开发、生产、销售与技术咨询、转让、服务；物联网系统的软硬件开发、生产、销售与技术咨询、转让、服务；信息工程技术的研发及服务；电脑动画、动漫、游戏及衍生产品设计与制作；开发、生产、销售电子产品及配套产品；研发、制造、销售电子元件及组件，玩具及电子玩具；从事广告业务；国内贸易(法律、行政法规、国务院决定规定在登记前须经批准的项目除外)；货物进出口、技术进出口(法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营)；兴办实业(具体项目另行申报)；物业租赁。许可经营项目：展览展示道具的研发加工；展示及显示设备研发生产、数字多媒体的研发与应用、光电仪器研发生产；普通货运。
4277,002598.SZ,SZSE,"罗茨鼓风机、罗茨真空泵及配套产品，离心鼓风机及配套产品，压缩机及配套产品，漩涡风机及配套产品，离心风机、通风机、轴流风机及其配套产品,水泥成套设备，物料输送成套设备，电控柜，渣浆泵、水泵、污物泵、化工泵及配套产品，供料器，分路阀，仓泵，除尘器，气力输送设备，高、低压配电盘，高、低压电器及配件，铸铁件，铸铝件，柴油机配件，油压千斤顶，橡胶产品的制造，球磨机，烘干机的生产、销售，机械蒸汽再压缩蒸发浓缩结晶干燥系统工程、节能系统工程、环保系统工程设计、安装调试、售后服务，机械蒸汽再压缩蒸发浓缩结晶干燥技术、节能技术、环保技术研发、咨询、服务，机械蒸汽再压缩蒸发浓缩结晶产品设计、销售，环保工程、环境污染防治产品设备销售、安装工程、水处理运营；机电工程施工总承包，建筑机电安装工程专业承包，进出口业务。(未取得专项许可的项目除外)(依法须经批准的项目，经相关部门批准后方可开展经营活动)"
4278,301010.SZ,SZSE,蔬菜、水果、肉食品、水产品的贮藏，保鲜的新设备(冷冻食品机械、冷库保温板)、新型建筑节能板材(金属面硬质聚氨酯夹芯板、彩钢岩棉夹芯板)、冷冻冷藏库门、工业门(滑升门、快速门)、物流设备的开发与制造；机电设备安装，防腐保温工程施工。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4279,300806.SZ,SZSE,研发、生产、销售：胶粘带制品、光学膜、多功能涂层复合薄膜、医疗器械、生物医用材料、石墨材料、纸质包装材料、普通货物运输、包装装潢印刷品印刷；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4280,603225.SH,SSE,"化纤、废丝再生造粒、化纤织物、包装用品(不包括印刷)、废丝再生有色长丝、功能性聚酯母粒的生产、销售、技术服务；经营进出口业务；实业投资；资产管理；房屋租赁；理财咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
4281,002628.SZ,SZSE,公路、桥梁、隧道、市政工程、给排水工程、交通安全设施、机电通讯、绿化、公路维护保养、园林绿化工程、水利水电工程、机场场道工程；项目投资及项目建设管理服务；工程机械、建筑材料租赁，工程机械、车辆维修；生产出售商品混凝土，商品砂浆和提供混凝土运输和泵送服务。承包境外公路工程及境内国际招标工程及所需设备材料出口、对外派遣实施上述境外工程所需的劳务人员。房屋建筑施工、勘测设计。
4282,300790.SZ,SZSE,研发、生产、加工、销售：光学镜头、光学仪器、精密光学模具、光学塑胶零件、光学镜片；货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
4283,300461.SZ,SZSE,生产销售自动化机电设备、自动化系统、自动化机械及电子部件、机械部件；对自产产品提供售后维修服务。***(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4284,300276.SZ,SZSE,智能物流系统工程的设计、制造、销售、安装和管理；智能输送成套装备、光机电一体化装备、涂装设备、自动化控制系统及系统集成、工业仓储自动化及工业机器人等的设计、制造、销售、安装调试与技术服务；经营本企业自产产品及相关技术的出口业务和本企业所需的机械设备、零配件、辅助材料及技术的进出口业务(国家限定公司经营或禁止进出口的商品及技术除外)；销售汽车(不含小轿车)。
4285,300418.SZ,SZSE,技术开发、技术转让；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；企业管理咨询；互联网信息服务业务(除新闻、教育、医疗保健、药品、医疗器械以外的内容)；利用互联网经营游戏产品(含网络游戏虚拟货币发行)；互联网游戏出版。(市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。)
4286,688116.SH,SSE,纳米材料(纳米碳管、石墨烯)及其复合材料的研发、生产及销售本公司自产产品；提供本公司技术的技术服务、技术咨询、技术培训、技术转让。
4287,301013.SZ,SZSE,一般经营项目是：工业机器人、机械设备的研发、生产、销售(不含限制项目)；电子产品、自动化产品及相关软硬件的技术开发与销售；国内贸易(不含专营、专控、专卖商品)；投资兴办实业(具体项目另行申报)；货物及技术进出口；机械设备租赁(不包括金融租赁活动)。许可经营项目是：工业机器人、机械设备的生产、加工。
4288,603696.SH,SSE,制造调味品；食品研究开发；调味品进口、批发；糖果、巧克力制造(不含国境口岸)；糕点、糖果及糖批发(不含国境口岸)；固体饮料制造；茶饮料及其他饮料制造；酒、饮料及茶叶批发(不含国境口岸)；酒、饮料及茶叶零售(不含国境口岸)；罐头食品制造。
4289,603978.SH,SSE,生产经营有色金属复合材料、新型合金材料及铝型材处理剂(不含易燃、易爆、剧毒危险化学物品)；机电装备研发、制造、销售；投资兴办实业(具体项目另行申报)；国内贸易，货物及技术进出口；普通货运。
4290,300535.SZ,SZSE,生产、销售：精细化工产品(不含化学危险品)、皮件、塑料、塑料制品；销售：化工原料(不含化学危险品)、皮革、毛皮、羽毛及其制品、金属材料(不含稀贵金属)、建筑材料、日用百货、针纺织品、电线电缆、计算机及家电、农副产品(国家有专项规定的品种除外)；计算机软件开发；货物进出口、技术进出口；房屋租赁、仓储服务；普通货运。(以上经营范围国家法律、行政法规、国务院决定限制或禁止的除外)
4291,002517.SZ,SZSE,计算机领域内的技术开发、技术转让、技术咨询、技术服务，计算机软硬件(除计算机信息系统安全专用产品)销售，从事货物进出口及技术进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4292,300936.SZ,SZSE,高频覆铜板及多层线路板用半固化片的制造及销售；金属管及非金属管、金属材料(除专项规定)、改性塑料、改性塑料埋地管道的销售；聚合物、高频塑料等新材料的技术开发。自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4293,002919.SZ,SZSE,化妆品生产；化妆品加工、销售、技术开发、技术服务、技术咨询；食品生产；食品销售；医疗器械生产；医疗器械经营；消毒产品生产；消毒产品加工、销售；生产、加工、销售：洗涤剂，牙膏，卫生用品，家用电器，健身器材，塑料制品，工艺品(象牙、犀角及其制品除外)，玩具，服装，化工产品(危险化学品除外)，日用百货，五金配件；印刷品印刷；股权投资；货物或技术进出口。(国家禁止或涉及行政审批的货物和技术进出口除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
4294,300625.SZ,SZSE,主营项目类别：电气机械和器材制造业：一般经营范围：电工器材制造；电器辅件、配电或控制设备的零件制造；家用通风电器具制造；照明器具生产专用设备制造；照明灯具制造；电光源制造；家用电力器具专用配件制造；配电开关控制设备制造；灯用电器附件及其他照明器具制造；LED芯片封装及销售、LED应用技术开发与应用服务；安全智能卡类设备和系统制造；电线、电缆制造；家用厨房电器具制造；建筑装饰及水暖管道零件制造；电工器材的批发；家用电器批发；电线、电缆批发；五金产品批发；灯具、装饰物品批发；开关、插座、接线板、电线电缆、绝缘材料零售；电工器材零售；五金零售；灯具零售；日用家电设备零售；日用灯具零售；货物进出口(专营专控商品除外)；技术进出口；人工智能通用应用系统；人工智能应用软件开发；物联网技术研发；物联网技术服务；物联网应用服务；集成电路设计；集成电路制造；集成电路销售；光电子器件制造；光电子器件销售；节能管理服务；合同能源管理；互联网数据服务；互联网销售(除销售需要许可的商品)；电子元器件制造；电子元器件零售；电子元器件批发；信息系统集成服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。
4295,603313.SH,SSE,"研究、开发家居材料；功能性家居用品设计；家居用品(家用纺织品、软体家具、母婴用品、海绵制品)、低回弹阻燃海绵生产、加工、销售；化学原料销售(危险品除外)；批发(不带仓储)经营甲苯-2,4-二异氰酸酯、二苯甲烷二异氰酸酯、辛酸亚锡；经营本企业自产产品及技术和本企业所需的机械设备、零配件、原辅材料的进出口业务(国家限定企业经营或禁止进出口的商品及技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)"
4296,603348.SH,SSE,设计、制造、销售：汽车用和通讯、家用电器、机械、仪表用等各类压铸件，及其生产用模具等工艺装备和配件，货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
4297,605108.SH,SSE,许可项目：餐饮服务；烟草制品零售；酒类经营；食品经营(销售散装食品)(依法须经批准的项目，经相关部门批准后方可开展经营活动)；一般项目：酒店管理；业务培训(不含教育培训、职业技能培训等需取得许可的培训)；会议及展览服务；婚庆礼仪服务；初级农产品收购；食用农产品零售；日用百货销售；食品经营(仅销售预包装食品)；新鲜蔬菜零售；水产品零售；农副产品销售；停车场服务；普通货物仓储服务(不含危险化学品等需许可审批的项目)；非居住房地产租赁(除许可业务外，可自主依法经营法律法规非禁止或限制的项目)
4298,001206.SZ,SZSE,"卫生用品生产，非织造布织造；动物食品及用品、预包装食品批发兼零售、第I类、II类：医疗器械、日用百货生产与销售(以上经营范围凭许可证有效期限经营)；货物进出口及技术进出口(国家法律、行政法规有专项规定的除外)。(国家有专项专营规定的按规定执行涉及行业许可的凭许可证或批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
4299,688065.SH,SSE,生物新材料单体和高分子聚合物、生物医药、食品和饲料添加剂等方面的技术研究、开发，技术转让、技术咨询(涉及许可经营的凭许可证经营)；生物新材料单体和高分子聚合物、生物技术产品(不含药品、食品、食品添加剂)的生产，销售自产产品。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
4300,603377.SH,SSE,机动车驾驶培训；汽车销售；销售日用百货；汽车驾驶员考试场管理；机动车公共停车场经营管理；汽车租赁(不含九坐以上客车)。
4301,603628.SH,SSE,清洁能源产品的软件及硬件开发、技术引进、生产制造，并提供相关技术咨询与服务；清洁能源产品和节能产品的进出口和批发。(以上商品不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)(以上经营范围涉及许可经营项目的，应在取得有关部门的许可后方可经营。)
4302,605183.SH,SSE,研发、生产饲料添加剂(限二氧化硅(I))；研发、生产无机粉体填料(限白炭黑、二氧化硅、纳米二氧化硅)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4303,002858.SZ,SZSE,体育设施建设、管理，小型室内游乐场，公关活动策划，会议及展览服务，票务服务，知识产权服务，动漫设计服务，设计、制作、代理各类广告，利用自有媒体发布广告，广播电视节目制作，市场营销策划，文化艺术交流策划，体育赛事的组织及策划，自有房屋和设备租赁，餐饮服务，食品销售，商务咨询，文化体育、信息科技、机动车(含电动车)及配件专业领域内的技术开发、技术转让、技术咨询、技术服务，日用百货、体育用品、汽摩配件的经营，以电子商务方式从事日用百货、体育用品、汽摩配件、工艺品(象牙及其制品除外)、服装、箱包、鞋帽、文化用品、电子产品、办公用品的销售，组织赛车培训，体育经纪，经营演出及经纪业务，礼仪服务，汽车摩托车销售、汽车租赁，汽车模型设计销售，网络游戏开发运营，软件开发。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
4304,002803.SZ,SZSE,一般项目：专业设计服务；软件开发；信息技术咨询服务；第一类医疗器械销售；第二类医疗器械销售；广告制作；广告发布(非广播电台、电视台、报刊出版单位)；广告设计、代理；塑料制品制造；塑料制品销售；印刷专用设备制造；专用设备制造(不含许可类专业设备制造)；专用设备修理；劳动保护用品生产；互联网销售(除销售需要许可的商品)；服装辅料销售；针纺织品及原料销售；鞋帽零售；箱包销售；皮革制品销售；工艺美术品及收藏品零售(象牙及其制品除外)；珠宝首饰零售；化妆品零售；宠物食品及用品零售；金属制品销售；家具销售；家用电器销售；日用品销售；农副产品销售；通讯设备销售；电子产品销售；环境保护专用设备销售；化工产品销售(不含许可类化工产品)；五金产品零售；办公设备耗材销售；汽车装饰用品销售；母婴用品销售；眼镜销售(不含隐形眼镜)；个人商务服务；企业管理咨询；企业形象策划；会议及展览服务；市场营销策划；信息系统集成服务；礼品花卉销售。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：包装装潢印刷品印刷；出版物印刷；出版物互联网销售；技术进出口；货物进出口；酒类经营；食品互联网销售(销售预包装食品)；食品互联网销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)。
4305,603408.SH,SSE,日用塑料制品制造；塑料零件制造；其他塑料制品制造；其他日用杂品制造；家用厨房电器具制造；家用美容、保健电器具制造；家用电力器具专用配件制造；其他家用电力器具制造；气体、液体分离及纯净设备制造；汽车零部件及配件制造；模具制造；塑料加工专用设备制造；环境保护专用设备制造；其他专用设备制造(不含需经许可审批的项目)；其他未列明制造业(不含须经许可审批的项目)；信息技术咨询服务；专业化设计服务；其他未列明专业技术服务业(不含需经许可审批的事项)；其他未列明的机械与设备租赁(不含需经许可审批的项目)；自有房地产经营活动；其他未列明批发业(不含需经许可审批的经营项目)；其他未列明零售业(不含需经许可审批的项目)；互联网销售；经营各类商品和技术的进出口(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外。(以上经营项目不含外商投资准入特别管理措施范围内的项目)
4306,603630.SH,SSE,生产洗发护发用品；美容护肤化妆品；家庭清洁用品及其他日用化学产品；消毒产品；工业防护用品(涉及行业许可管理的，按国家有关规定办理)。
4307,603718.SH,SSE,许可项目：兽药生产；兽药经营；第三类医疗器械经营；药品生产；药品批发。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)一般项目：兽用活疫苗、灭活疫苗、动物血清及动物制品、兽用诊断试剂及仪器的生产；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；第一类医疗器械销售；第二类医疗器械销售；农、林、牧、副、渔业专业机械的销售；农副产品销售；畜牧机械销售。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
4308,300290.SZ,SZSE,许可经营项目：第二类增值电信业务中的信息服务业务(不含固定网电话信息服务和互联网信息服务)；一般经营项目：计算机软硬件技术、电控工程技术开发；计算机系统集成(持资质证经营)及咨询服务，计算机及辅助设备、通讯器材、机械电子设备销售，建筑智能化工程、防雷电工程、安全技术防范设施工程、弱电工程设计、施工，计算机房装修及综合布线(上述项目持资质证经营)，计算机系统维护，多媒体教学设备、特教仪器设备、教学器材、医疗器械销售；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
4309,688626.SH,SSE,第一类医疗器械生产；第二类医疗器械生产；通用设备制造(不含特种设备制造)；专用设备制造(不含许可类专业设备制造)；机械设备研发；体育用品制造；第一类医疗器械销售；第二类医疗器械销售；第三类医疗器械经营；针纺织品销售；服装服饰零售；日用品销售；文具用品零售；体育用品及器材批发；体育用品及器材零售；文化用品设备出租；家用电器销售；日用家电销售；电子产品销售；卫生洁具销售；计算机软硬件及辅助设备零售；通信设备销售；磁性材料生产；磁性材料销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；工业控制计算机及系统制造；信息系统集成服务；互联网信息服务；机械设备研发；信息技术咨询服务；养老服务；体育健康服务；非居住房地产租赁；医疗设备租赁；机械设备租赁；办公设备租赁；中药诊疗服务；货物进出口；技术进出口；医护人员防护用品零售；网络设备销售；通信设备销售；照相机及器材销售；办公设备销售；出版物零售；厨具卫具及日用杂品批发；健康咨询服务(不含诊疗服务)；箱包销售。
